song,condition,vocal_rms_db_raw,vocal_rms_db_after_effect,rms_match_gain_db,mix_scale_db,mix_peak
Secretariat_-_Over_The_Top,reverb_l4,-26.02,-16.19,-9.83,-0.282,0.999
Secretariat_-_Over_The_Top,delay_l1,-26.02,-25.38,-0.64,0.0,0.982
Secretariat_-_Over_The_Top,delay_l2,-26.02,-24.83,-1.19,0.0,0.9626
Secretariat_-_Over_The_Top,delay_l3,-26.02,-24.34,-1.68,-0.275,0.999
Secretariat_-_Over_The_Top,delay_l4,-26.02,-23.86,-2.16,0.0,0.986
Secretariat_-_Over_The_Top,bitcrush_l1,-26.02,-26.02,0.0,0.0,0.9724
Secretariat_-_Over_The_Top,bitcrush_l2,-26.02,-26.02,0.0,0.0,0.9728
Secretariat_-_Over_The_Top,bitcrush_l3,-26.02,-26.02,0.0,0.0,0.9709
Secretariat_-_Over_The_Top,bitcrush_l4,-26.02,-25.97,-0.05,0.0,0.9709
Secretariat_-_Over_The_Top,compression_l1,-26.02,-27.95,1.93,0.0,0.9728
Secretariat_-_Over_The_Top,compression_l2,-26.02,-31.62,5.6,-1.945,0.999
Secretariat_-_Over_The_Top,compression_l3,-26.02,-32.08,6.06,-3.337,0.999
Secretariat_-_Over_The_Top,compression_l4,-26.02,-33.7,7.68,-6.264,0.999
Secretariat_-_Borderline,original,-24.78,-24.78,0.0,-0.757,0.999
Secretariat_-_Borderline,reverb_l1,-24.78,-25.68,0.89,-0.822,0.999
Secretariat_-_Borderline,reverb_l2,-24.78,-23.85,-0.94,-1.164,0.999
Secretariat_-_Borderline,reverb_l3,-24.78,-18.94,-5.85,-1.328,0.999
Secretariat_-_Borderline,reverb_l4,-24.78,-14.53,-10.25,-1.186,0.999
Secretariat_-_Borderline,delay_l1,-24.78,-24.19,-0.6,-1.367,0.999
Secretariat_-_Borderline,delay_l2,-24.78,-23.59,-1.2,-0.026,0.999
Secretariat_-_Borderline,delay_l3,-24.78,-23.08,-1.7,-0.476,0.999
Secretariat_-_Borderline,delay_l4,-24.78,-22.66,-2.12,-1.027,0.999
Secretariat_-_Borderline,bitcrush_l1,-24.78,-24.79,0.0,-0.758,0.999
Secretariat_-_Borderline,bitcrush_l2,-24.78,-24.79,0.0,-0.766,0.999
Secretariat_-_Borderline,bitcrush_l3,-24.78,-24.78,-0.0,-0.75,0.999
Secretariat_-_Borderline,bitcrush_l4,-24.78,-24.74,-0.04,-0.743,0.999
Secretariat_-_Borderline,compression_l1,-24.78,-27.07,2.29,-0.663,0.999
Secretariat_-_Borderline,compression_l2,-24.78,-31.05,6.26,-0.506,0.999
Secretariat_-_Borderline,compression_l3,-24.78,-31.61,6.82,-0.405,0.999
Secretariat_-_Borderline,compression_l4,-24.78,-33.31,8.53,-4.193,0.999
Sambasevam_Shanmugam_-_Kaathaadi,original,-23.69,-23.69,0.0,0.0,0.9986
Sambasevam_Shanmugam_-_Kaathaadi,reverb_l1,-23.69,-24.54,0.85,0.0,0.9973
Sambasevam_Shanmugam_-_Kaathaadi,reverb_l2,-23.69,-23.35,-0.34,0.0,0.9553
Sambasevam_Shanmugam_-_Kaathaadi,reverb_l3,-23.69,-19.12,-4.57,0.0,0.9841
Sambasevam_Shanmugam_-_Kaathaadi,reverb_l4,-23.69,-14.91,-8.78,-0.138,0.999
Sambasevam_Shanmugam_-_Kaathaadi,delay_l1,-23.69,-23.09,-0.6,0.0,0.9849
Sambasevam_Shanmugam_-_Kaathaadi,delay_l2,-23.69,-22.41,-1.28,0.0,0.9553
Sambasevam_Shanmugam_-_Kaathaadi,delay_l3,-23.69,-21.98,-1.72,-0.281,0.999
Sambasevam_Shanmugam_-_Kaathaadi,delay_l4,-23.69,-21.58,-2.11,-0.087,0.999
Sambasevam_Shanmugam_-_Kaathaadi,bitcrush_l1,-23.69,-23.7,0.0,0.0,0.9987
Sambasevam_Shanmugam_-_Kaathaadi,bitcrush_l2,-23.69,-23.7,0.0,0.0,0.9987
Sambasevam_Shanmugam_-_Kaathaadi,bitcrush_l3,-23.69,-23.7,0.0,0.0,0.9967
Sambasevam_Shanmugam_-_Kaathaadi,bitcrush_l4,-23.69,-23.66,-0.03,-0.108,0.999
Sambasevam_Shanmugam_-_Kaathaadi,compression_l1,-23.69,-26.24,2.55,0.0,0.9985
Sambasevam_Shanmugam_-_Kaathaadi,compression_l2,-23.69,-30.43,6.74,-0.362,0.999
Sambasevam_Shanmugam_-_Kaathaadi,compression_l3,-23.69,-31.09,7.39,-2.041,0.999
Sambasevam_Shanmugam_-_Kaathaadi,compression_l4,-23.69,-32.97,9.27,-3.309,0.999
Speak_Softly_-_Broken_Man,original,-27.87,-27.87,0.0,0.0,0.9908
Speak_Softly_-_Broken_Man,reverb_l1,-27.87,-28.86,0.99,-0.075,0.999
Speak_Softly_-_Broken_Man,reverb_l2,-27.87,-28.2,0.33,-0.235,0.999
Speak_Softly_-_Broken_Man,reverb_l3,-27.87,-24.32,-3.55,-0.208,0.999
Speak_Softly_-_Broken_Man,reverb_l4,-27.87,-20.15,-7.72,-0.256,0.999
Speak_Softly_-_Broken_Man,delay_l1,-27.87,-27.25,-0.62,0.0,0.9745
Speak_Softly_-_Broken_Man,delay_l2,-27.87,-26.69,-1.17,0.0,0.9751
Speak_Softly_-_Broken_Man,delay_l3,-27.87,-26.21,-1.65,0.0,0.9841
Speak_Softly_-_Broken_Man,delay_l4,-27.87,-25.65,-2.22,-0.113,0.999
Speak_Softly_-_Broken_Man,bitcrush_l1,-27.87,-27.87,0.01,0.0,0.983
Speak_Softly_-_Broken_Man,bitcrush_l2,-27.87,-27.87,0.01,0.0,0.9839
Speak_Softly_-_Broken_Man,bitcrush_l3,-27.87,-27.86,-0.0,0.0,0.9858
Speak_Softly_-_Broken_Man,bitcrush_l4,-27.87,-27.74,-0.13,0.0,0.9766
Speak_Softly_-_Broken_Man,compression_l1,-27.87,-28.59,0.72,0.0,0.9882
Speak_Softly_-_Broken_Man,compression_l2,-27.87,-30.47,2.6,0.0,0.9782
Speak_Softly_-_Broken_Man,compression_l3,-27.87,-30.0,2.13,0.0,0.9702
Speak_Softly_-_Broken_Man,compression_l4,-27.87,-31.3,3.44,0.0,0.9651
The_Easton_Ellises_(Baumi)_-_SDRNR,original,-22.79,-22.79,0.0,0.0,0.9871
The_Easton_Ellises_(Baumi)_-_SDRNR,reverb_l1,-22.79,-24.01,1.22,0.0,0.9945
The_Easton_Ellises_(Baumi)_-_SDRNR,reverb_l2,-22.79,-23.42,0.63,0.0,0.994
The_Easton_Ellises_(Baumi)_-_SDRNR,reverb_l3,-22.79,-19.1,-3.69,-0.488,0.999
The_Easton_Ellises_(Baumi)_-_SDRNR,reverb_l4,-22.79,-14.69,-8.1,-0.833,0.999
The_Easton_Ellises_(Baumi)_-_SDRNR,delay_l1,-22.79,-22.18,-0.6,-0.158,0.999
The_Easton_Ellises_(Baumi)_-_SDRNR,delay_l2,-22.79,-21.53,-1.26,0.0,0.9763
The_Easton_Ellises_(Baumi)_-_SDRNR,delay_l3,-22.79,-21.09,-1.7,0.0,0.9802
The_Easton_Ellises_(Baumi)_-_SDRNR,delay_l4,-22.79,-20.64,-2.15,0.0,0.9778
The_Easton_Ellises_(Baumi)_-_SDRNR,bitcrush_l1,-22.79,-22.79,0.0,0.0,0.9921
The_Easton_Ellises_(Baumi)_-_SDRNR,bitcrush_l2,-22.79,-22.79,0.0,0.0,0.9911
The_Easton_Ellises_(Baumi)_-_SDRNR,bitcrush_l3,-22.79,-22.79,0.0,0.0,0.993
The_Easton_Ellises_(Baumi)_-_SDRNR,bitcrush_l4,-22.79,-22.75,-0.03,0.0,0.977
The_Easton_Ellises_(Baumi)_-_SDRNR,compression_l1,-22.79,-25.18,2.4,0.0,0.9853
The_Easton_Ellises_(Baumi)_-_SDRNR,compression_l2,-22.79,-29.55,6.76,0.0,0.9859
The_Easton_Ellises_(Baumi)_-_SDRNR,compression_l3,-22.79,-30.54,7.75,-1.286,0.999
The_Easton_Ellises_(Baumi)_-_SDRNR,compression_l4,-22.79,-32.56,9.77,-6.548,0.999
Skelpolu_-_Resurrection,original,-30.81,-30.81,0.0,0.0,0.9927
Skelpolu_-_Resurrection,reverb_l1,-30.81,-30.36,-0.45,-0.499,0.999
Skelpolu_-_Resurrection,reverb_l2,-30.81,-24.79,-6.02,-1.486,0.999
Skelpolu_-_Resurrection,reverb_l3,-30.81,-18.65,-12.16,-1.525,0.999
Skelpolu_-_Resurrection,reverb_l4,-30.81,-14.1,-16.71,-1.498,0.999
Skelpolu_-_Resurrection,delay_l1,-30.81,-30.16,-0.64,0.0,0.9325
Skelpolu_-_Resurrection,delay_l2,-30.81,-28.88,-1.92,-0.013,0.999
Skelpolu_-_Resurrection,delay_l3,-30.81,-28.93,-1.87,-0.33,0.999
Skelpolu_-_Resurrection,delay_l4,-30.81,-28.06,-2.75,0.0,0.9793
Skelpolu_-_Resurrection,bitcrush_l1,-30.81,-30.81,0.0,0.0,0.9925
Skelpolu_-_Resurrection,bitcrush_l2,-30.81,-30.81,0.0,0.0,0.992
Skelpolu_-_Resurrection,bitcrush_l3,-30.81,-30.81,-0.0,0.0,0.9939
Skelpolu_-_Resurrection,bitcrush_l4,-30.81,-30.76,-0.05,0.0,0.9769
Skelpolu_-_Resurrection,compression_l1,-30.81,-32.77,1.96,0.0,0.9681
Skelpolu_-_Resurrection,compression_l2,-30.81,-36.55,5.74,-0.162,0.999
Skelpolu_-_Resurrection,compression_l3,-30.81,-37.17,6.36,-0.669,0.999
Skelpolu_-_Resurrection,compression_l4,-30.81,-38.98,8.17,-5.758,0.999
The_Easton_Ellises_-_Falcon_69,original,-23.42,-23.42,0.0,0.0,0.9972
The_Easton_Ellises_-_Falcon_69,reverb_l1,-23.42,-24.53,1.11,0.0,0.9987
The_Easton_Ellises_-_Falcon_69,reverb_l2,-23.42,-23.65,0.23,0.0,0.9926
The_Easton_Ellises_-_Falcon_69,reverb_l3,-23.42,-19.25,-4.17,0.0,0.9793
The_Easton_Ellises_-_Falcon_69,reverb_l4,-23.42,-14.88,-8.54,0.0,0.981
The_Easton_Ellises_-_Falcon_69,delay_l1,-23.42,-22.97,-0.45,-0.046,0.999
The_Easton_Ellises_-_Falcon_69,delay_l2,-23.42,-21.91,-1.51,0.0,0.9763
The_Easton_Ellises_-_Falcon_69,delay_l3,-23.42,-21.68,-1.74,-0.603,0.999
The_Easton_Ellises_-_Falcon_69,delay_l4,-23.42,-21.19,-2.23,0.0,0.9701
The_Easton_Ellises_-_Falcon_69,bitcrush_l1,-23.42,-23.42,0.0,0.0,0.9828
The_Easton_Ellises_-_Falcon_69,bitcrush_l2,-23.42,-23.42,0.0,0.0,0.9818
The_Easton_Ellises_-_Falcon_69,bitcrush_l3,-23.42,-23.42,0.0,0.0,0.9837
The_Easton_Ellises_-_Falcon_69,bitcrush_l4,-23.42,-23.37,-0.05,0.0,0.9914
The_Easton_Ellises_-_Falcon_69,compression_l1,-23.42,-25.41,1.99,-0.066,0.999
The_Easton_Ellises_-_Falcon_69,compression_l2,-23.42,-29.01,5.59,-0.25,0.999
The_Easton_Ellises_-_Falcon_69,compression_l3,-23.42,-29.42,6.0,-0.375,0.999
The_Easton_Ellises_-_Falcon_69,compression_l4,-23.42,-31.24,7.82,-1.209,0.999
The_Mountaineering_Club_-_Mallory,original,-28.6,-28.6,0.0,0.0,0.985
The_Mountaineering_Club_-_Mallory,reverb_l1,-28.6,-29.67,1.07,0.0,0.9814
The_Mountaineering_Club_-_Mallory,reverb_l2,-28.6,-28.68,0.08,0.0,0.9688
The_Mountaineering_Club_-_Mallory,reverb_l3,-28.6,-24.25,-4.35,0.0,0.9558
The_Mountaineering_Club_-_Mallory,reverb_l4,-28.6,-19.89,-8.71,0.0,0.9506
The_Mountaineering_Club_-_Mallory,delay_l1,-28.6,-27.95,-0.65,0.0,0.9762
The_Mountaineering_Club_-_Mallory,delay_l2,-28.6,-27.47,-1.13,0.0,0.9723
The_Mountaineering_Club_-_Mallory,delay_l3,-28.6,-26.93,-1.67,0.0,0.9559
The_Mountaineering_Club_-_Mallory,delay_l4,-28.6,-26.54,-2.06,-0.259,0.999
The_Mountaineering_Club_-_Mallory,bitcrush_l1,-28.6,-28.61,0.01,0.0,0.9869
The_Mountaineering_Club_-_Mallory,bitcrush_l2,-28.6,-28.61,0.0,0.0,0.9859
The_Mountaineering_Club_-_Mallory,bitcrush_l3,-28.6,-28.6,-0.0,0.0,0.9898
The_Mountaineering_Club_-_Mallory,bitcrush_l4,-28.6,-28.53,-0.08,0.0,0.9895
The_Mountaineering_Club_-_Mallory,compression_l1,-28.6,-30.26,1.65,0.0,0.9828
The_Mountaineering_Club_-_Mallory,compression_l2,-28.6,-33.12,4.52,0.0,0.9786
The_Mountaineering_Club_-_Mallory,compression_l3,-28.6,-32.72,4.12,0.0,0.9764
The_Mountaineering_Club_-_Mallory,compression_l4,-28.6,-33.82,5.22,-0.539,0.999
Speak_Softly_-_Like_Horses,original,-22.39,-22.39,0.0,0.0,0.9965
Speak_Softly_-_Like_Horses,reverb_l1,-22.39,-23.77,1.38,-0.039,0.999
Speak_Softly_-_Like_Horses,reverb_l2,-22.39,-24.0,1.61,-0.122,0.999
Speak_Softly_-_Like_Horses,reverb_l3,-22.39,-20.27,-2.12,-0.204,0.999
Speak_Softly_-_Like_Horses,reverb_l4,-22.39,-15.87,-6.52,-0.195,0.999
Speak_Softly_-_Like_Horses,delay_l1,-22.39,-21.93,-0.46,0.0,0.9953
Speak_Softly_-_Like_Horses,delay_l2,-22.39,-21.43,-0.96,-0.018,0.999
Speak_Softly_-_Like_Horses,delay_l3,-22.39,-20.43,-1.96,0.0,0.9896
Speak_Softly_-_Like_Horses,delay_l4,-22.39,-20.23,-2.16,0.0,0.99
Speak_Softly_-_Like_Horses,bitcrush_l1,-22.39,-22.39,0.0,0.0,0.9698
Speak_Softly_-_Like_Horses,bitcrush_l2,-22.39,-22.39,0.0,0.0,0.9708
Speak_Softly_-_Like_Horses,bitcrush_l3,-22.39,-22.39,0.0,0.0,0.9708
Speak_Softly_-_Like_Horses,bitcrush_l4,-22.39,-22.35,-0.04,0.0,0.9707
Speak_Softly_-_Like_Horses,compression_l1,-22.39,-24.65,2.26,-0.02,0.999
Speak_Softly_-_Like_Horses,compression_l2,-22.39,-28.62,6.23,-0.116,0.999
Speak_Softly_-_Like_Horses,compression_l3,-22.39,-29.28,6.89,-0.343,0.999
Speak_Softly_-_Like_Horses,compression_l4,-22.39,-31.08,8.69,-3.938,0.999
The_Doppler_Shift_-_Atrophy,original,-24.58,-24.58,0.0,0.0,0.9949
The_Doppler_Shift_-_Atrophy,reverb_l1,-24.58,-25.6,1.03,-0.052,0.999
The_Doppler_Shift_-_Atrophy,reverb_l2,-24.58,-24.93,0.36,-0.69,0.999
The_Doppler_Shift_-_Atrophy,reverb_l3,-24.58,-20.97,-3.61,-0.512,0.999
The_Doppler_Shift_-_Atrophy,reverb_l4,-24.58,-16.75,-7.82,-0.192,0.999
The_Doppler_Shift_-_Atrophy,delay_l1,-24.58,-23.96,-0.61,-0.014,0.999
The_Doppler_Shift_-_Atrophy,delay_l2,-24.58,-23.42,-1.15,-0.36,0.999
The_Doppler_Shift_-_Atrophy,delay_l3,-24.58,-22.88,-1.7,0.0,0.9984
The_Doppler_Shift_-_Atrophy,delay_l4,-24.58,-22.46,-2.12,0.0,0.9977
The_Doppler_Shift_-_Atrophy,bitcrush_l1,-24.58,-24.58,0.0,0.0,0.9903
The_Doppler_Shift_-_Atrophy,bitcrush_l2,-24.58,-24.58,0.0,0.0,0.9898
The_Doppler_Shift_-_Atrophy,bitcrush_l3,-24.58,-24.57,-0.0,0.0,0.9936
The_Doppler_Shift_-_Atrophy,bitcrush_l4,-24.58,-24.52,-0.05,0.0,0.9843
The_Doppler_Shift_-_Atrophy,compression_l1,-24.58,-26.55,1.97,0.0,0.9743
The_Doppler_Shift_-_Atrophy,compression_l2,-24.58,-30.09,5.51,0.0,0.9387
The_Doppler_Shift_-_Atrophy,compression_l3,-24.58,-30.44,5.86,0.0,0.9235
The_Doppler_Shift_-_Atrophy,compression_l4,-24.58,-32.13,7.56,-1.653,0.999
Timboz_-_Pony,original,-28.84,-28.84,0.0,0.0,0.972
Timboz_-_Pony,reverb_l1,-28.84,-29.75,0.91,0.0,0.972
Timboz_-_Pony,reverb_l2,-28.84,-27.97,-0.88,0.0,0.9943
Timboz_-_Pony,reverb_l3,-28.84,-23.07,-5.78,0.0,0.9972
Timboz_-_Pony,reverb_l4,-28.84,-18.66,-10.19,0.0,0.9953
Timboz_-_Pony,delay_l1,-28.84,-28.19,-0.65,0.0,0.9282
Timboz_-_Pony,delay_l2,-28.84,-27.64,-1.2,0.0,0.9918
Timboz_-_Pony,delay_l3,-28.84,-27.18,-1.66,-0.232,0.999
Timboz_-_Pony,delay_l4,-28.84,-26.69,-2.16,-0.05,0.999
Timboz_-_Pony,bitcrush_l1,-28.84,-28.85,0.01,0.0,0.9378
Timboz_-_Pony,bitcrush_l2,-28.84,-28.85,0.0,0.0,0.9388
Timboz_-_Pony,bitcrush_l3,-28.84,-28.84,-0.0,0.0,0.9349
Timboz_-_Pony,bitcrush_l4,-28.84,-28.72,-0.12,0.0,0.9509
Timboz_-_Pony,compression_l1,-28.84,-29.71,0.87,0.0,0.9719
Timboz_-_Pony,compression_l2,-28.84,-31.89,3.05,0.0,0.9721
Timboz_-_Pony,compression_l3,-28.84,-31.44,2.6,0.0,0.9726
Timboz_-_Pony,compression_l4,-28.84,-32.56,3.72,-3.348,0.999
Tom_McKenzie_-_Directions,original,-28.57,-28.57,0.0,0.0,0.993
Tom_McKenzie_-_Directions,reverb_l1,-28.57,-29.59,1.02,0.0,0.9925
Tom_McKenzie_-_Directions,reverb_l2,-28.57,-28.55,-0.03,0.0,0.9873
Tom_McKenzie_-_Directions,reverb_l3,-28.57,-24.15,-4.42,0.0,0.9692
Tom_McKenzie_-_Directions,reverb_l4,-28.57,-19.82,-8.75,0.0,0.9764
Tom_McKenzie_-_Directions,delay_l1,-28.57,-27.93,-0.64,0.0,0.9931
Tom_McKenzie_-_Directions,delay_l2,-28.57,-27.41,-1.16,0.0,0.9914
Tom_McKenzie_-_Directions,delay_l3,-28.57,-26.91,-1.66,0.0,0.9802
Tom_McKenzie_-_Directions,delay_l4,-28.57,-26.49,-2.08,0.0,0.985
Tom_McKenzie_-_Directions,bitcrush_l1,-28.57,-28.58,0.0,-0.085,0.999
Tom_McKenzie_-_Directions,bitcrush_l2,-28.57,-28.57,0.0,-0.085,0.999
Tom_McKenzie_-_Directions,bitcrush_l3,-28.57,-28.57,-0.01,-0.067,0.999
Tom_McKenzie_-_Directions,bitcrush_l4,-28.57,-28.45,-0.12,-0.191,0.999
Tom_McKenzie_-_Directions,compression_l1,-28.57,-29.67,1.1,0.0,0.9864
Tom_McKenzie_-_Directions,compression_l2,-28.57,-31.87,3.3,0.0,0.9791
Tom_McKenzie_-_Directions,compression_l3,-28.57,-31.34,2.77,0.0,0.977
Tom_McKenzie_-_Directions,compression_l4,-28.57,-32.63,4.06,0.0,0.997
The_Sunshine_Garcia_Band_-_For_I_Am_The_Moon,original,-24.02,-24.02,0.0,0.0,0.9777
The_Sunshine_Garcia_Band_-_For_I_Am_The_Moon,reverb_l1,-24.02,-25.1,1.08,0.0,0.9806
The_Sunshine_Garcia_Band_-_For_I_Am_The_Moon,reverb_l2,-24.02,-24.43,0.41,0.0,0.9885
The_Sunshine_Garcia_Band_-_For_I_Am_The_Moon,reverb_l3,-24.02,-20.34,-3.68,0.0,0.9956
The_Sunshine_Garcia_Band_-_For_I_Am_The_Moon,reverb_l4,-24.02,-16.06,-7.96,-0.181,0.999
The_Sunshine_Garcia_Band_-_For_I_Am_The_Moon,delay_l1,-24.02,-23.36,-0.65,-0.267,0.999
The_Sunshine_Garcia_Band_-_For_I_Am_The_Moon,delay_l2,-24.02,-22.81,-1.2,0.0,0.9701
The_Sunshine_Garcia_Band_-_For_I_Am_The_Moon,delay_l3,-24.02,-22.33,-1.69,0.0,0.9626
The_Sunshine_Garcia_Band_-_For_I_Am_The_Moon,delay_l4,-24.02,-21.88,-2.13,0.0,0.9579
The_Sunshine_Garcia_Band_-_For_I_Am_The_Moon,bitcrush_l1,-24.02,-24.02,0.0,0.0,0.9827
The_Sunshine_Garcia_Band_-_For_I_Am_The_Moon,bitcrush_l2,-24.02,-24.02,0.0,0.0,0.9817
The_Sunshine_Garcia_Band_-_For_I_Am_The_Moon,bitcrush_l3,-24.02,-24.02,0.0,0.0,0.9837
The_Sunshine_Garcia_Band_-_For_I_Am_The_Moon,bitcrush_l4,-24.02,-23.95,-0.07,0.0,0.9888
The_Sunshine_Garcia_Band_-_For_I_Am_The_Moon,compression_l1,-24.02,-25.59,1.57,0.0,0.9779
The_Sunshine_Garcia_Band_-_For_I_Am_The_Moon,compression_l2,-24.02,-28.73,4.72,0.0,0.9787
The_Sunshine_Garcia_Band_-_For_I_Am_The_Moon,compression_l3,-24.02,-28.96,4.94,0.0,0.9794
The_Sunshine_Garcia_Band_-_For_I_Am_The_Moon,compression_l4,-24.02,-30.7,6.68,-1.797,0.999
The_Long_Wait_-_Dark_Horses,original,-28.08,-28.08,0.0,0.0,0.9965
The_Long_Wait_-_Dark_Horses,reverb_l1,-28.08,-29.23,1.15,0.0,0.9864
The_Long_Wait_-_Dark_Horses,reverb_l2,-28.08,-28.87,0.79,0.0,0.963
The_Long_Wait_-_Dark_Horses,reverb_l3,-28.08,-24.98,-3.09,0.0,0.9451
The_Long_Wait_-_Dark_Horses,reverb_l4,-28.08,-20.72,-7.36,0.0,0.9398
The_Long_Wait_-_Dark_Horses,delay_l1,-28.08,-27.42,-0.66,-0.325,0.999
The_Long_Wait_-_Dark_Horses,delay_l2,-28.08,-26.88,-1.2,0.0,0.9362
The_Long_Wait_-_Dark_Horses,delay_l3,-28.08,-26.39,-1.69,0.0,0.9608
The_Long_Wait_-_Dark_Horses,delay_l4,-28.08,-25.96,-2.11,-0.174,0.999
The_Long_Wait_-_Dark_Horses,bitcrush_l1,-28.08,-28.08,0.01,0.0,0.992
The_Long_Wait_-_Dark_Horses,bitcrush_l2,-28.08,-28.08,0.01,0.0,0.993
The_Long_Wait_-_Dark_Horses,bitcrush_l3,-28.08,-28.08,-0.0,0.0,0.995
The_Long_Wait_-_Dark_Horses,bitcrush_l4,-28.08,-27.97,-0.11,0.0,0.9794
The_Long_Wait_-_Dark_Horses,compression_l1,-28.08,-29.12,1.05,0.0,0.9963
The_Long_Wait_-_Dark_Horses,compression_l2,-28.08,-31.43,3.36,0.0,0.9947
The_Long_Wait_-_Dark_Horses,compression_l3,-28.08,-31.14,3.06,0.0,0.993
The_Long_Wait_-_Dark_Horses,compression_l4,-28.08,-32.51,4.44,-0.772,0.999
We_Fell_From_The_Sky_-_Not_You,original,-29.45,-29.45,0.0,0.0,0.9966
We_Fell_From_The_Sky_-_Not_You,reverb_l1,-29.45,-30.5,1.05,0.0,0.9608
We_Fell_From_The_Sky_-_Not_You,reverb_l2,-29.45,-29.83,0.38,0.0,0.942
We_Fell_From_The_Sky_-_Not_You,reverb_l3,-29.45,-25.81,-3.64,0.0,0.895
We_Fell_From_The_Sky_-_Not_You,reverb_l4,-29.45,-21.57,-7.88,0.0,0.9071
We_Fell_From_The_Sky_-_Not_You,delay_l1,-29.45,-28.8,-0.65,0.0,0.9934
We_Fell_From_The_Sky_-_Not_You,delay_l2,-29.45,-28.24,-1.21,0.0,0.966
We_Fell_From_The_Sky_-_Not_You,delay_l3,-29.45,-27.76,-1.69,0.0,0.9294
We_Fell_From_The_Sky_-_Not_You,delay_l4,-29.45,-27.34,-2.1,0.0,0.9271
We_Fell_From_The_Sky_-_Not_You,bitcrush_l1,-29.45,-29.45,0.0,0.0,0.9828
We_Fell_From_The_Sky_-_Not_You,bitcrush_l2,-29.45,-29.45,0.0,0.0,0.9823
We_Fell_From_The_Sky_-_Not_You,bitcrush_l3,-29.45,-29.44,-0.01,0.0,0.98
We_Fell_From_The_Sky_-_Not_You,bitcrush_l4,-29.45,-29.31,-0.13,0.0,0.9746
We_Fell_From_The_Sky_-_Not_You,compression_l1,-29.45,-30.6,1.16,0.0,0.9262
We_Fell_From_The_Sky_-_Not_You,compression_l2,-29.45,-32.62,3.18,0.0,0.8937
We_Fell_From_The_Sky_-_Not_You,compression_l3,-29.45,-31.94,2.49,0.0,0.9166
We_Fell_From_The_Sky_-_Not_You,compression_l4,-29.45,-33.24,3.8,-0.545,0.999
Triviul_feat._The_Fiend_-_Widow,original,-23.5,-23.5,0.0,-0.272,0.999
Triviul_feat._The_Fiend_-_Widow,reverb_l1,-23.5,-24.64,1.14,0.0,0.9974
Triviul_feat._The_Fiend_-_Widow,reverb_l2,-23.5,-24.23,0.72,0.0,0.89
Triviul_feat._The_Fiend_-_Widow,reverb_l3,-23.5,-20.32,-3.18,0.0,0.9005
Triviul_feat._The_Fiend_-_Widow,reverb_l4,-23.5,-16.06,-7.44,0.0,0.9128
Triviul_feat._The_Fiend_-_Widow,delay_l1,-23.5,-22.78,-0.73,0.0,0.9717
Triviul_feat._The_Fiend_-_Widow,delay_l2,-23.5,-22.3,-1.21,-0.281,0.999
Triviul_feat._The_Fiend_-_Widow,delay_l3,-23.5,-21.81,-1.69,-0.075,0.999
Triviul_feat._The_Fiend_-_Widow,delay_l4,-23.5,-21.37,-2.14,0.0,0.9858
Triviul_feat._The_Fiend_-_Widow,bitcrush_l1,-23.5,-23.51,0.0,0.0,0.9798
Triviul_feat._The_Fiend_-_Widow,bitcrush_l2,-23.5,-23.51,0.0,0.0,0.9788
Triviul_feat._The_Fiend_-_Widow,bitcrush_l3,-23.5,-23.5,-0.0,0.0,0.9787
Triviul_feat._The_Fiend_-_Widow,bitcrush_l4,-23.5,-23.45,-0.06,0.0,0.9695
Triviul_feat._The_Fiend_-_Widow,compression_l1,-23.5,-25.37,1.87,-0.028,0.999
Triviul_feat._The_Fiend_-_Widow,compression_l2,-23.5,-28.86,5.36,0.0,0.9618
Triviul_feat._The_Fiend_-_Widow,compression_l3,-23.5,-29.24,5.73,0.0,0.9396
Triviul_feat._The_Fiend_-_Widow,compression_l4,-23.5,-31.03,7.53,-4.893,0.999
Zeno_-_Signs,original,-23.48,-23.48,0.0,0.0,0.9874
Zeno_-_Signs,reverb_l1,-23.48,-24.62,1.14,0.0,0.9978
Zeno_-_Signs,reverb_l2,-23.48,-24.09,0.61,-0.909,0.999
Zeno_-_Signs,reverb_l3,-23.48,-20.02,-3.46,-0.796,0.999
Zeno_-_Signs,reverb_l4,-23.48,-15.71,-7.77,-0.468,0.999
Zeno_-_Signs,delay_l1,-23.48,-22.89,-0.59,-0.109,0.999
Zeno_-_Signs,delay_l2,-23.48,-22.27,-1.21,-0.529,0.999
Zeno_-_Signs,delay_l3,-23.48,-21.75,-1.73,0.0,0.9686
Zeno_-_Signs,delay_l4,-23.48,-21.35,-2.13,-1.153,0.999
Zeno_-_Signs,bitcrush_l1,-23.48,-23.48,0.0,0.0,0.9807
Zeno_-_Signs,bitcrush_l2,-23.48,-23.48,0.0,0.0,0.9802
Zeno_-_Signs,bitcrush_l3,-23.48,-23.48,0.0,0.0,0.9841
Zeno_-_Signs,bitcrush_l4,-23.48,-23.44,-0.04,0.0,0.9834
Zeno_-_Signs,compression_l1,-23.48,-25.78,2.3,0.0,0.9733
Zeno_-_Signs,compression_l2,-23.48,-29.85,6.37,-3.44,0.999
Zeno_-_Signs,compression_l3,-23.48,-30.39,6.91,-7.378,0.999
Zeno_-_Signs,compression_l4,-23.48,-31.91,8.43,-8.53,0.999
